 "Material" , "Resin" , "ReinforcementFiber" , "ZeroDegreeDirectionFiber_pct" , "FortyFiveDegreeDirectionFiber_pct" , "NinetyDegreeDirectionFiber_pct" , "OtherDegreeDirectionFiber_pct" , "GaugeSectionWidth_mm" , "GaugeSectionThickness_mm" , "MaximumStrain_pct" , "StressRatio" , "LoadCycle_time" ,
 "MD-GG-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "84.0" , "16.0" , "0.0" , "0.0" , "22.0" , "2.46" , "1.68" , "0.10" , "47335.00" ,
 "MD-GG-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "84.0" , "16.0" , "0.0" , "0.0" , "22.0" , "2.46" , "1.73" , "0.10" , "62970.00" ,
 "MD-GG-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "84.0" , "16.0" , "0.0" , "0.0" , "22.0" , "2.46" , "1.26" , "0.10" , "680831.00" ,
 "MD-GG-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "84.0" , "16.0" , "0.0" , "0.0" , "22.0" , "2.46" , "2.01" , "0.10" , "7897.00" ,
 "MD-GG-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "84.0" , "16.0" , "0.0" , "0.0" , "22.0" , "2.46" , "1.31" , "0.10" , "814868.00" ,
 "MD-GGP2-prepreg" , "Hexcel M9.6/35%" , "Hexcel M9.6/32%/1200/G (1200 gsm)" , "80.0" , "20.0" , "0.0" , "0.0" , "25.0" , "2.41" , "2.33" , "0.10" , "1387.00" ,
 "MD-GGP2-prepreg" , "Hexcel M9.6/35%" , "Hexcel M9.6/32%/1200/G (1200 gsm)" , "80.0" , "20.0" , "0.0" , "0.0" , "25.0" , "2.41" , "1.23" , "0.10" , "3615001.00" ,
 "MD-GGP2-prepreg" , "Hexcel M9.6/35%" , "Hexcel M9.6/32%/1200/G (1200 gsm)" , "80.0" , "20.0" , "0.0" , "0.0" , "25.0" , "2.41" , "1.42" , "0.10" , "417521.00" ,
 "MD-GGP2-prepreg" , "Hexcel M9.6/35%" , "Hexcel M9.6/32%/1200/G (1200 gsm)" , "80.0" , "20.0" , "0.0" , "0.0" , "25.0" , "2.41" , "2.14" , "0.10" , "687.00" ,
 "MD-GGP4-prepreg" , "Hexcel M9.6/35%" , "Hexcel M9.6/32%/1200/G (1200 gsm)" , "80.0" , "20.0" , "0.0" , "0.0" , "20.0" , "1.85" , "1.27" , "0.10" , "102640.00" ,
 "MD-GGP4-prepreg" , "Hexcel M9.6/35%" , "Hexcel M9.6/32%/1200/G (1200 gsm)" , "80.0" , "20.0" , "0.0" , "0.0" , "20.0" , "1.85" , "2.23" , "0.10" , "1074.00" ,
 "MD-GGP4-prepreg" , "Hexcel M9.6/35%" , "Hexcel M9.6/32%/1200/G (1200 gsm)" , "80.0" , "20.0" , "0.0" , "0.0" , "20.0" , "1.85" , "2.05" , "0.10" , "11317.00" ,
 "MD-GGP4-prepreg" , "Hexcel M9.6/35%" , "Hexcel M9.6/32%/1200/G (1200 gsm)" , "80.0" , "20.0" , "0.0" , "0.0" , "20.0" , "1.85" , "0.93" , "0.10" , "1500000.00" ,
 "MD-GGP4-prepreg" , "Hexcel M9.6/35%" , "Hexcel M9.6/32%/1200/G (1200 gsm)" , "80.0" , "20.0" , "0.0" , "0.0" , "20.0" , "1.85" , "1.38" , "0.10" , "159750.00" ,
 "MD-GGP4-prepreg" , "Hexcel M9.6/35%" , "Hexcel M9.6/32%/1200/G (1200 gsm)" , "80.0" , "20.0" , "0.0" , "0.0" , "20.0" , "1.85" , "2.15" , "0.10" , "1690.00" ,
 "MD-GGP4-prepreg" , "Hexcel M9.6/35%" , "Hexcel M9.6/32%/1200/G (1200 gsm)" , "80.0" , "20.0" , "0.0" , "0.0" , "20.0" , "1.85" , "1.67" , "0.10" , "18735.00" ,
 "MD-GGP4-prepreg" , "Hexcel M9.6/35%" , "Hexcel M9.6/32%/1200/G (1200 gsm)" , "80.0" , "20.0" , "0.0" , "0.0" , "20.0" , "1.85" , "1.76" , "0.10" , "27222.00" ,
 "MD-GGP4-prepreg" , "Hexcel M9.6/35%" , "Hexcel M9.6/32%/1200/G (1200 gsm)" , "80.0" , "20.0" , "0.0" , "0.0" , "20.0" , "1.85" , "2.03" , "0.10" , "3376.00" ,
 "MD-GGP4-prepreg" , "Hexcel M9.6/35%" , "Hexcel M9.6/32%/1200/G (1200 gsm)" , "80.0" , "20.0" , "0.0" , "0.0" , "20.0" , "1.85" , "0.97" , "0.10" , "4000000.00" ,
 "MD-GGP4-prepreg" , "Hexcel M9.6/35%" , "Hexcel M9.6/32%/1200/G (1200 gsm)" , "80.0" , "20.0" , "0.0" , "0.0" , "20.0" , "1.85" , "1.54" , "0.10" , "47271.00" ,
 "MD-GGP4-prepreg" , "Hexcel M9.6/35%" , "Hexcel M9.6/32%/1200/G (1200 gsm)" , "80.0" , "20.0" , "0.0" , "0.0" , "20.0" , "1.85" , "2.03" , "0.10" , "6870.00" ,
 "MD-GGP4-prepreg" , "Hexcel M9.6/35%" , "Hexcel M9.6/32%/1200/G (1200 gsm)" , "80.0" , "20.0" , "0.0" , "0.0" , "20.0" , "1.85" , "1.43" , "0.10" , "73113.00" ,
 "MD-HH" , "Unspecified" , "Injected short carbon fiber (7 to 9 micron dia., 0.4 - 0.5 mm long, )" , "0.0" , "0.0" , "0.0" , "100.0" , "4.0" , "2.50" , "0.53" , "0.10" , "111847.00" ,
 "MD-HH" , "Unspecified" , "Injected short carbon fiber (7 to 9 micron dia., 0.4 - 0.5 mm long, )" , "0.0" , "0.0" , "0.0" , "100.0" , "4.0" , "2.50" , "0.49" , "0.10" , "123724.00" ,
 "MD-HH" , "Unspecified" , "Injected short carbon fiber (7 to 9 micron dia., 0.4 - 0.5 mm long, )" , "0.0" , "0.0" , "0.0" , "100.0" , "4.0" , "2.50" , "0.56" , "0.10" , "14595.00" ,
 "MD-HH" , "Unspecified" , "Injected short carbon fiber (7 to 9 micron dia., 0.4 - 0.5 mm long, )" , "0.0" , "0.0" , "0.0" , "100.0" , "4.0" , "2.50" , "0.56" , "0.10" , "1558.00" ,
 "MD-HH" , "Unspecified" , "Injected short carbon fiber (7 to 9 micron dia., 0.4 - 0.5 mm long, )" , "0.0" , "0.0" , "0.0" , "100.0" , "4.0" , "2.50" , "0.53" , "0.10" , "209271.00" ,
 "MD-HH" , "Unspecified" , "Injected short carbon fiber (7 to 9 micron dia., 0.4 - 0.5 mm long, )" , "0.0" , "0.0" , "0.0" , "100.0" , "4.0" , "2.50" , "0.46" , "0.10" , "241297.00" ,
 "MD-HH" , "Unspecified" , "Injected short carbon fiber (7 to 9 micron dia., 0.4 - 0.5 mm long, )" , "0.0" , "0.0" , "0.0" , "100.0" , "4.0" , "2.50" , "0.46" , "0.10" , "2507380.00" ,
 "MD-HH" , "Unspecified" , "Injected short carbon fiber (7 to 9 micron dia., 0.4 - 0.5 mm long, )" , "0.0" , "0.0" , "0.0" , "100.0" , "4.0" , "2.50" , "0.49" , "0.10" , "334368.00" ,
 "MD-HH" , "Unspecified" , "Injected short carbon fiber (7 to 9 micron dia., 0.4 - 0.5 mm long, )" , "0.0" , "0.0" , "0.0" , "100.0" , "4.0" , "2.50" , "0.53" , "0.10" , "36708.00" ,
 "MD-HH" , "Unspecified" , "Injected short carbon fiber (7 to 9 micron dia., 0.4 - 0.5 mm long, )" , "0.0" , "0.0" , "0.0" , "100.0" , "4.0" , "2.50" , "0.49" , "0.10" , "509773.00" ,
 "MD-HH" , "Unspecified" , "Injected short carbon fiber (7 to 9 micron dia., 0.4 - 0.5 mm long, )" , "0.0" , "0.0" , "0.0" , "100.0" , "4.0" , "2.50" , "0.53" , "0.10" , "53583.00" ,
 "MD-HH" , "Unspecified" , "Injected short carbon fiber (7 to 9 micron dia., 0.4 - 0.5 mm long, )" , "0.0" , "0.0" , "0.0" , "100.0" , "4.0" , "2.50" , "0.53" , "0.10" , "56674.00" ,
 "MD-HH" , "Unspecified" , "Injected short carbon fiber (7 to 9 micron dia., 0.4 - 0.5 mm long, )" , "0.0" , "0.0" , "0.0" , "100.0" , "4.0" , "2.50" , "0.46" , "0.10" , "640960.00" ,
 "MD-HH" , "Unspecified" , "Injected short carbon fiber (7 to 9 micron dia., 0.4 - 0.5 mm long, )" , "0.0" , "0.0" , "0.0" , "100.0" , "4.0" , "2.50" , "0.56" , "0.10" , "7763.00" ,
 "MD-Hybrid CG-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "100.0" , "0.0" , "0.0" , "0.0" , "25.0" , "2.66" , "1.04" , "0.10" , "10770.00" ,
 "MD-Hybrid CG-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "100.0" , "0.0" , "0.0" , "0.0" , "25.0" , "2.66" , "0.81" , "0.10" , "109701.00" ,
 "MD-Hybrid CG-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "100.0" , "0.0" , "0.0" , "0.0" , "25.0" , "2.66" , "0.94" , "0.10" , "13577.00" ,
 "MD-Hybrid CG-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "100.0" , "0.0" , "0.0" , "0.0" , "25.0" , "2.66" , "0.59" , "0.10" , "1368362.00" ,
 "MD-Hybrid CG-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "100.0" , "0.0" , "0.0" , "0.0" , "25.0" , "2.66" , "0.79" , "0.10" , "141368.00" ,
 "MD-Hybrid CG-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "100.0" , "0.0" , "0.0" , "0.0" , "25.0" , "2.66" , "0.56" , "0.10" , "1900285.00" ,
 "MD-Hybrid CG-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "100.0" , "0.0" , "0.0" , "0.0" , "25.0" , "2.66" , "1.02" , "0.10" , "1969.00" ,
 "MD-Hybrid CG-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "100.0" , "0.0" , "0.0" , "0.0" , "25.0" , "2.66" , "0.73" , "0.10" , "253069.00" ,
 "MD-Hybrid CG-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "100.0" , "0.0" , "0.0" , "0.0" , "25.0" , "2.66" , "0.89" , "0.10" , "55233.00" ,
 "MD-Hybrid CGF1-EP4" , "Araldite LY 1564SP, XB3416 Hardener" , "T600 carbon (532 gsm)" , "67.0" , "33.0" , "0.0" , "0.0" , "18.0" , "4.67" , "1.18" , "0.10" , "115.00" ,
 "MD-Hybrid CGF1-EP4" , "Araldite LY 1564SP, XB3416 Hardener" , "T600 carbon (532 gsm)" , "67.0" , "33.0" , "0.0" , "0.0" , "18.0" , "4.67" , "1.14" , "0.10" , "5.00" ,
 "MD-Hybrid DD23-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "82.0" , "18.0" , "0.0" , "0.0" , "25.0" , "3.65" , "1.17" , "0.10" , "119009.00" ,
 "MD-Hybrid DD23-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "82.0" , "18.0" , "0.0" , "0.0" , "25.0" , "3.65" , "1.47" , "0.10" , "14350.00" ,
 "MD-Hybrid DD23-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "82.0" , "18.0" , "0.0" , "0.0" , "25.0" , "3.65" , "0.96" , "0.10" , "1681606.00" ,
 "MD-Hybrid DD23-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "82.0" , "18.0" , "0.0" , "0.0" , "25.0" , "3.65" , "1.14" , "0.10" , "197270.00" ,
 "MD-Hybrid DD23-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "82.0" , "18.0" , "0.0" , "0.0" , "25.0" , "3.65" , "1.37" , "0.10" , "22335.00" ,
 "MD-Hybrid DD23-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "82.0" , "18.0" , "0.0" , "0.0" , "25.0" , "3.65" , "1.65" , "0.10" , "2803.00" ,
 "MD-Hybrid DD23-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "82.0" , "18.0" , "0.0" , "0.0" , "25.0" , "3.65" , "1.17" , "0.10" , "295281.00" ,
 "MD-Hybrid DD23-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "82.0" , "18.0" , "0.0" , "0.0" , "25.0" , "3.65" , "1.42" , "0.10" , "4324.00" ,
 "MD-Hybrid DD23-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "82.0" , "18.0" , "0.0" , "0.0" , "25.0" , "3.65" , "1.68" , "0.10" , "451.00" ,
 "MD-Hybrid DD23-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "82.0" , "18.0" , "0.0" , "0.0" , "25.0" , "3.65" , "1.08" , "0.10" , "493197.00" ,
 "MD-Hybrid DD23-VE" , "Derakane 411C-50" , "0C =  AS4-6K (TPI STYLE 4416), 220 gsm , 0 = Knytex D155 (527 gsm)" , "82.0" , "18.0" , "0.0" , "0.0" , "25.0" , "3.65" , "1.12" , "0.10" , "526418.00" ,
 "MD-Hybrid JJ-VE2" , "Derakane 8084" , "Zoltek carbon UNI21 (714 gsm)" , "46.0" , "54.0" , "0.0" , "0.0" , "20.0" , "3.19" , "1.45" , "0.10" , "15.00" ,
 "MD-Hybrid JJ-VE2" , "Derakane 8084" , "Zoltek carbon UNI21 (714 gsm)" , "46.0" , "54.0" , "0.0" , "0.0" , "20.0" , "3.19" , "1.04" , "0.10" , "214.00" ,
 "MD-Hybrid JJ-VE2" , "Derakane 8084" , "Zoltek carbon UNI21 (714 gsm)" , "46.0" , "54.0" , "0.0" , "0.0" , "20.0" , "3.19" , "1.20" , "0.10" , "21801.00" ,
 "MD-Hybrid JJ-VE2" , "Derakane 8084" , "Zoltek carbon UNI21 (714 gsm)" , "46.0" , "54.0" , "0.0" , "0.0" , "20.0" , "3.19" , "0.85" , "0.10" , "2300000.00" ,
 "MD-Hybrid JJ-VE2" , "Derakane 8084" , "Zoltek carbon UNI21 (714 gsm)" , "46.0" , "54.0" , "0.0" , "0.0" , "20.0" , "3.19" , "1.10" , "0.10" , "434.00" ,
 "MD-Hybrid JJ-VE2" , "Derakane 8084" , "Zoltek carbon UNI21 (714 gsm)" , "46.0" , "54.0" , "0.0" , "0.0" , "20.0" , "3.19" , "1.44" , "0.10" , "579.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "-0.08" , "10.00" , "1094359.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "0.74" , "-1.00" , "1320.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "0.44" , "-1.00" , "139604.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "-0.06" , "10.00" , "14121.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "1.40" , "0.10" , "1467.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "0.26" , "-1.00" , "15000000.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "1.45" , "0.10" , "1773.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "-0.06" , "10.00" , "21177.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "0.93" , "0.10" , "216.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "0.44" , "0.10" , "2808490.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "0.80" , "0.10" , "28198.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "2.22" , "0.10" , "296.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "0.82" , "0.10" , "38469.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "0.38" , "0.10" , "5985000.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "-0.04" , "10.00" , "6000000.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "1.12" , "0.10" , "6354.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "0.60" , "0.10" , "715000.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "1.27" , "0.10" , "7251.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "0.46" , "-1.00" , "76483.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "-0.05" , "10.00" , "8020000.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "0.52" , "0.10" , "900000.00" ,
 "MD-P" , "Unspecified" , "Triax + Knytex A260 (868 gsm)" , "69.0" , "10.0" , "0.0" , "10.0" , "50.0" , "3.78" , "0.70" , "-1.00" , "938.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "0.0" , "10.0" , "85.0" , "5.0" , "25.0" , "4.52" , "0.28" , "0.10" , "1083.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "0.0" , "10.0" , "85.0" , "5.0" , "25.0" , "4.52" , "0.24" , "0.10" , "18858.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "0.0" , "10.0" , "85.0" , "5.0" , "25.0" , "4.52" , "0.24" , "0.10" , "50606.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "0.0" , "10.0" , "85.0" , "5.0" , "25.0" , "4.52" , "0.22" , "0.10" , "587181.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "0.0" , "10.0" , "85.0" , "5.0" , "50.0" , "4.52" , "0.19" , "0.10" , "10377400.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "0.0" , "10.0" , "85.0" , "5.0" , "50.0" , "4.52" , "0.17" , "0.10" , "11247700.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "0.0" , "10.0" , "85.0" , "5.0" , "50.0" , "4.52" , "0.23" , "0.10" , "1132780.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "0.0" , "10.0" , "85.0" , "5.0" , "50.0" , "4.52" , "0.25" , "0.10" , "15040.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "0.0" , "10.0" , "85.0" , "5.0" , "50.0" , "4.52" , "0.34" , "0.10" , "1545.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "0.0" , "10.0" , "85.0" , "5.0" , "50.0" , "4.52" , "0.37" , "0.10" , "2074.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "0.0" , "10.0" , "85.0" , "5.0" , "50.0" , "4.52" , "0.26" , "0.10" , "21745.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "0.0" , "10.0" , "85.0" , "5.0" , "50.0" , "4.52" , "0.27" , "0.10" , "436440.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "0.0" , "10.0" , "85.0" , "5.0" , "50.0" , "4.52" , "0.25" , "0.10" , "614730.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "0.0" , "10.0" , "85.0" , "5.0" , "50.0" , "4.52" , "0.21" , "0.10" , "785700.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "0.0" , "10.0" , "85.0" , "5.0" , "50.0" , "4.52" , "0.24" , "0.10" , "897103.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "1.36" , "0.10" , "11550.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "1.45" , "0.10" , "11786.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "1.67" , "0.10" , "1223.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "-0.14" , "10.00" , "12455.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "1.06" , "0.10" , "127309.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "-0.14" , "10.00" , "12865.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "-0.14" , "10.00" , "14129.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "-0.09" , "10.00" , "1472970.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "1.32" , "0.10" , "15414.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "-0.11" , "10.00" , "161397.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "1.06" , "0.10" , "169031.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "1.76" , "0.10" , "1753.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "0.90" , "0.10" , "20000000.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "-0.07" , "10.00" , "21000000.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "0.91" , "0.10" , "21000000.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "1.26" , "0.10" , "255862.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "-0.12" , "10.00" , "271161.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "-0.08" , "10.00" , "3175600.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "-0.11" , "10.00" , "333581.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "-0.09" , "10.00" , "3500000.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "0.97" , "0.10" , "5000000.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "0.94" , "0.10" , "6492710.00" ,
 "MD-X" , "CoRezyn 63-AX-051" , "Knytex A260 (868 gsm)" , "85.0" , "10.0" , "0.0" , "5.0" , "25.0" , "4.52" , "1.86" , "0.10" , "953.00" ,
 "MD-Y" , "Unspecified" , "Knytex A260 (868 gsm)" , "0.0" , "10.0" , "85.0" , "5.0" , "50.0" , "4.62" , "1.37" , "0.10" , "173.00" ,
 "MD-Y" , "Unspecified" , "Knytex A260 (868 gsm)" , "0.0" , "10.0" , "85.0" , "5.0" , "50.0" , "4.62" , "0.37" , "0.10" , "2033.00" ,
 "MD-Y" , "Unspecified" , "Knytex A260 (868 gsm)" , "0.0" , "10.0" , "85.0" , "5.0" , "50.0" , "4.62" , "1.35" , "0.10" , "208.00" ,
