 "MaterialName" , "GaugeSectionThickness" , "GaugeSectionWidth" , "Maxstress" , "Minstress" , "Maxstrainpct" , "Minstrainpct" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "310" , "31" , "1.22" , "0.12" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "276" , "27.6" , "1.24" , "0.12" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "310" , "31" , "1.26" , "0.13" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "310" , "31" , "1.28" , "0.13" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "310" , "31.0" , "1.30" , "0.13" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "310" , "31" , "1.31" , "0.13" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "310" , "31" , "1.34" , "0.13" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "345" , "34.5" , "1.43" , "0.14" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "345" , "34.5" , "1.48" , "0.15" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "414" , "41.4" , "1.58" , "0.16" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "414" , "41.4" , "1.61" , "0.16" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "414" , "41.4" , "1.64" , "0.16" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "414" , "41.4" , "1.65" , "0.17" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "414" , "41.4" , "1.66" , "0.17" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "345" , "34.5" , "1.67" , "0.17" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "414" , "41.4" , "1.67" , "0.17" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "414" , "41.4" , "1.69" , "0.17" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "414" , "41.4" , "1.70" , "0.17" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "414" , "41.4" , "1.71" , "0.17" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "414" , "41.4" , "1.72" , "0.17" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "414" , "41.4" , "1.73" , "0.17" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "414" , "41.4" , "1.74" , "0.17" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "414" , "41.4" , "1.85" , "0.19" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "483" , "48.3" , "2.20" , "0.22" ,
 "MD-DD5P-UP2" , "3.02" , "25.0" , "24" , "2.4" , "0.29" , "0.03" ,
 "MD-DD5P-UP2" , "3.02" , "25.0" , "28" , "2.8" , "0.32" , "0.03" ,
 "MD-DD5P-UP2" , "3.02" , "25.0" , "28" , "2.8" , "0.33" , "0.03" ,
 "MD-DD5P-UP2" , "3.02" , "25.0" , "28" , "2.8" , "0.34" , "0.03" ,
 "MD-DD5P-UP2" , "3.02" , "25.0" , "31" , "3.1" , "0.45" , "0.05" ,
 "MD-DD5P-UP2" , "3.02" , "25.0" , "31" , "3.1" , "0.48" , "0.05" ,
 "MD-DD5P-UP2" , "3.02" , "25.0" , "31" , "3.1" , "0.50" , "0.05" ,
 "MD-DD5P-UP2" , "3.02" , "25.0" , "35" , "3.5" , "0.54" , "0.05" ,
 "MD-DD5P-UP2" , "3.02" , "25.0" , "35" , "3.5" , "0.57" , "0.06" ,
 "MD-DD5P-UP2" , "3.02" , "25.0" , "35" , "3.5" , "0.65" , "0.07" ,
 "MD-DD5P-UP2" , "3.02" , "25.0" , "38" , "3.8" , "1.09" , "0.11" ,
 "MD-DD5P-UP2" , "3.02" , "25.0" , "38" , "3.8" , "1.10" , "0.11" ,
 "MD-DD5P-UP2" , "3.02" , "25.0" , "41" , "4.1" , "1.25" , "0.13" ,
 "MD-DD5P-UP2" , "3.02" , "8.0" , "193" , "19.3" , "0.82" , "0.08" ,
 "MD-DD5P-UP2" , "3.02" , "8.0" , "207" , "20.7" , "0.89" , "0.09" ,
 "MD-DD5P-UP2" , "3.02" , "8.0" , "241" , "24.1" , "1.04" , "0.10" ,
 "MD-DD5V-VE1" , "3.05" , "22.0" , "241" , "24.1" , "1.02" , "0.10" ,
 "MD-DD5V-VE1" , "3.05" , "22.0" , "276" , "27.6" , "1.08" , "0.11" ,
 "MD-DD5V-VE1" , "3.05" , "22.0" , "276" , "27.6" , "1.30" , "0.13" ,
 "MD-DD5V-VE1" , "3.05" , "22.0" , "345" , "34.5" , "1.44" , "0.14" ,
 "MD-DD5V-VE1" , "3.05" , "22.0" , "345" , "34.5" , "1.46" , "0.15" ,
 "MD-DD5V-VE1" , "3.05" , "22.0" , "345" , "34.5" , "1.52" , "0.15" ,
 "MD-DD5V-VE1" , "3.05" , "22.0" , "345" , "34.5" , "1.56" , "0.16" ,
 "MD-DD5V-VE1" , "3.05" , "22.0" , "414" , "41.4" , "1.66" , "0.17" ,
 "MD-DD5V-VE1" , "3.05" , "22.0" , "414" , "41.4" , "1.89" , "0.19" ,
 "MD-DD5V-VE1" , "3.05" , "22.0" , "483" , "48.3" , "2.30" , "0.23" ,
 "MD-DD5V2-VE2" , "3.05" , "22.0" , "276" , "27.6" , "1.25" , "0.13" ,
 "MD-DD5V2-VE2" , "3.05" , "22.0" , "345" , "34.5" , "1.53" , "0.15" ,
 "MD-DD5V2-VE2" , "3.05" , "22.0" , "345" , "34.5" , "1.61" , "0.16" ,
 "MD-DD5V2-VE2" , "3.05" , "22.0" , "345" , "34.5" , "1.62" , "0.16" ,
 "MD-DD5V2-VE2" , "3.05" , "22.0" , "414" , "41.4" , "1.89" , "0.19" ,
 "MD-DD5V2-VE2" , "3.05" , "22.0" , "414" , "41.4" , "1.94" , "0.19" ,
 "Biax-CH5-UP2" , "3.05" , "25.0" , "52" , "5.2" , "0.63" , "0.06" ,
 "Biax-CH5-UP2" , "3.05" , "25.0" , "52" , "5.2" , "0.65" , "0.07" ,
 "Biax-CH5-UP2" , "3.05" , "25.0" , "69" , "6.9" , "0.90" , "0.09" ,
 "Biax-CH5-UP2" , "3.05" , "25.0" , "69" , "6.9" , "0.95" , "0.10" ,
 "Biax-CH5-UP2" , "3.05" , "25.0" , "86" , "8.6" , "1.69" , "0.17" ,
 "Biax-CH5-UP2" , "3.05" , "25.0" , "86" , "8.6" , "1.70" , "0.17" ,
 "MD-45D155P2-UP4" , "3.05" , "25.0" , "38" , "3.8" , "0.37" , "0.04" ,
 "MD-45D155P2-UP4" , "3.05" , "25.0" , "41" , "4.1" , "0.39" , "0.04" ,
 "MD-45D155P2-UP4" , "3.05" , "25.0" , "41" , "4.1" , "0.40" , "0.04" ,
 "MD-45D155P2-UP4" , "3.05" , "25.0" , "38" , "3.8" , "0.41" , "0.04" ,
 "MD-45D155P2-UP4" , "3.05" , "25.0" , "41" , "4.1" , "0.42" , "0.04" ,
 "MD-45D155P2-UP4" , "3.05" , "25.0" , "48" , "4.8" , "0.54" , "0.05" ,
 "MD-45D155P2-UP4" , "3.05" , "25.0" , "55" , "5.5" , "0.57" , "0.06" ,
 "MD-45D155P2-UP4" , "3.05" , "25.0" , "55" , "5.5" , "0.58" , "0.06" ,
 "MD-45D155P2-UP4" , "3.05" , "25.0" , "55" , "5.5" , "0.63" , "0.06" ,
 "MD-DD5E-Epon9410" , "3.10" , "22.0" , "241" , "24.1" , "1.19" , "0.12" ,
 "MD-DD5E-Epon9410" , "3.10" , "22.0" , "276" , "27.6" , "1.19" , "0.12" ,
 "MD-DD5E-Epon9410" , "3.10" , "22.0" , "276" , "27.6" , "1.24" , "0.12" ,
 "MD-DD5E-Epon9410" , "3.10" , "22.0" , "276" , "27.6" , "1.31" , "0.13" ,
 "MD-DD5E-Epon9410" , "3.10" , "22.0" , "345" , "34.5" , "1.51" , "0.15" ,
 "MD-DD5E-Epon9410" , "3.10" , "22.0" , "345" , "34.5" , "1.54" , "0.15" ,
 "MD-DD5E-Epon9410" , "3.10" , "22.0" , "414" , "41.4" , "1.76" , "0.18" ,
 "MD-DD5E-Epon9410" , "3.10" , "22.0" , "414" , "41.4" , "1.83" , "0.18" ,
 "MD-DD5E-Epon9410" , "3.10" , "22.0" , "483" , "48.3" , "2.28" , "0.23" ,
 "Biax-CH18-UP2" , "3.10" , "25.0" , "86" , "8.6" , "0.56" , "0.06" ,
 "Biax-CH18-UP2" , "3.10" , "25.0" , "103" , "10.3" , "0.69" , "0.07" ,
 "Biax-CH18-UP2" , "3.10" , "25.0" , "103" , "10.3" , "0.73" , "0.07" ,
 "Biax-CH18-UP2" , "3.10" , "25.0" , "138" , "13.8" , "0.94" , "0.09" ,
 "Biax-CH18-UP2" , "3.10" , "25.0" , "138" , "13.8" , "1.10" , "0.11" ,
 "Biax-CH18-UP2" , "3.10" , "25.0" , "138" , "13.8" , "1.12" , "0.11" ,
 "Biax-CH18-UP2" , "3.10" , "25.0" , "172" , "17.2" , "1.40" , "0.14" ,
 "Biax-CH18-UP2" , "3.10" , "25.0" , "172" , "17.2" , "1.44" , "0.14" ,
 "Biax-CH18-UP2" , "3.10" , "25.0" , "172" , "17.2" , "1.45" , "0.15" ,
 "Biax-CH18-UP2" , "3.10" , "25.0" , "207" , "20.7" , "1.87" , "0.19" ,
 "Biax-CH18-UP2" , "3.10" , "25.0" , "207" , "20.7" , "1.93" , "0.19" ,
 "MD-45D155V2-VE2" , "3.10" , "25.0" , "41" , "4.1" , "0.44" , "0.04" ,
 "MD-45D155V2-VE2" , "3.10" , "25.0" , "48" , "4.8" , "0.49" , "0.05" ,
 "MD-45D155V2-VE2" , "3.10" , "25.0" , "41" , "4.1" , "0.50" , "0.05" ,
 "MD-45D155V2-VE2" , "3.10" , "25.0" , "41" , "4.1" , "0.51" , "0.05" ,
 "MD-45D155V2-VE2" , "3.10" , "25.0" , "48" , "4.8" , "0.53" , "0.05" ,
 "Triax-M" , "3.10" , "50.0" , "69" , "6.9" , "0.32" , "0.03" ,
 "Triax-M" , "3.10" , "50.0" , "76" , "7.6" , "0.36" , "0.04" ,
 "Triax-M" , "3.10" , "50.0" , "86" , "8.6" , "0.39" , "0.04" ,
 "Triax-M" , "3.10" , "50.0" , "86" , "8.6" , "0.41" , "0.04" ,
 "Triax-M" , "3.10" , "50.0" , "103" , "10.3" , "0.49" , "0.05" ,
 "Triax-M" , "3.10" , "50.0" , "138" , "13.8" , "0.66" , "0.07" ,
 "Triax-M" , "3.10" , "50.0" , "207" , "20.7" , "1.12" , "0.11" ,
 "Triax-M" , "3.10" , "50.0" , "276" , "27.6" , "1.43" , "0.14" ,
 "Triax-M" , "3.10" , "50.0" , "276" , "27.6" , "1.44" , "0.14" ,
 "MD-30D155-UP2" , "3.11" , "25.0" , "69" , "6.9" , "0.37" , "0.04" ,
 "MD-30D155-UP2" , "3.11" , "25.0" , "86" , "8.6" , "0.42" , "0.04" ,
 "MD-30D155-UP2" , "3.11" , "25.0" , "86" , "8.6" , "0.50" , "0.05" ,
 "MD-30D155-UP2" , "3.11" , "25.0" , "86" , "8.6" , "0.52" , "0.05" ,
 "MD-30D155-UP2" , "3.11" , "25.0" , "103" , "10.3" , "0.56" , "0.06" ,
 "MD-30D155-UP2" , "3.11" , "25.0" , "103" , "10.3" , "0.62" , "0.06" ,
 "MD-30D155-UP2" , "3.11" , "25.0" , "103" , "10.3" , "0.63" , "0.06" ,
 "MD-30D155-UP2" , "3.11" , "25.0" , "121" , "12.1" , "0.71" , "0.07" ,
 "MD-30D155-UP2" , "3.11" , "25.0" , "121" , "12.1" , "0.74" , "0.07" ,
 "MD-30D155-UP2" , "3.11" , "25.0" , "121" , "12.1" , "0.78" , "0.08" ,
 "MD-60D155-UP2" , "3.11" , "25.0" , "19" , "1.9" , "0.25" , "0.03" ,
 "MD-60D155-UP2" , "3.11" , "25.0" , "21" , "2.1" , "0.25" , "0.03" ,
 "MD-60D155-UP2" , "3.11" , "25.0" , "21" , "2.1" , "0.27" , "0.03" ,
 "MD-60D155-UP2" , "3.11" , "25.0" , "24" , "2.4" , "0.31" , "0.03" ,
 "MD-60D155-UP2" , "3.11" , "25.0" , "24" , "2.4" , "0.32" , "0.03" ,
 "MD-60D155-UP2" , "3.11" , "25.0" , "28" , "2.8" , "0.36" , "0.04" ,
 "MD-60D155-UP2" , "3.11" , "25.0" , "28" , "2.8" , "0.37" , "0.04" ,
 "MD-60D155-UP2" , "3.11" , "25.0" , "28" , "2.8" , "0.38" , "0.04" ,
 "ROV3-UP2" , "3.15" , "25.0" , "103" , "10.3" , "0.58" , "0.06" ,
 "ROV3-UP2" , "3.15" , "25.0" , "103" , "10.3" , "0.61" , "0.06" ,
 "ROV3-UP2" , "3.15" , "25.0" , "103" , "10.3" , "0.63" , "0.06" ,
 "ROV3-UP2" , "3.15" , "25.0" , "138" , "13.8" , "0.79" , "0.08" ,
 "ROV3-UP2" , "3.15" , "25.0" , "138" , "13.8" , "0.80" , "0.08" ,
 "ROV3-UP2" , "3.15" , "25.0" , "138" , "13.8" , "0.84" , "0.08" ,
 "ROV3-UP2" , "3.15" , "25.0" , "138" , "13.8" , "0.85" , "0.09" ,
 "ROV3-UP2" , "3.15" , "25.0" , "172" , "17.2" , "1.03" , "0.10" ,
 "ROV3-UP2" , "3.15" , "25.0" , "172" , "17.2" , "1.06" , "0.11" ,
 "ROV3-UP2" , "3.15" , "25.0" , "172" , "17.2" , "1.10" , "0.11" ,
 "ROV3-UP2" , "3.15" , "25.0" , "207" , "20.7" , "1.26" , "0.13" ,
 "ROV3-UP2" , "3.15" , "25.0" , "207" , "20.7" , "1.34" , "0.13" ,
 "ROV3-UP2" , "3.15" , "25.0" , "207" , "20.7" , "1.35" , "0.14" ,
 "Triax-DD27B-UP2" , "3.16" , "22.0" , "138" , "13.8" , "0.50" , "0.05" ,
 "Triax-DD27B-UP2" , "3.16" , "22.0" , "138" , "13.8" , "0.54" , "0.05" ,
 "Triax-DD27B-UP2" , "3.16" , "22.0" , "172" , "17.2" , "0.65" , "0.07" ,
 "Triax-DD27B-UP2" , "3.16" , "22.0" , "172" , "17.2" , "0.68" , "0.07" ,
 "Triax-DD27B-UP2" , "3.16" , "22.0" , "207" , "20.7" , "0.84" , "0.08" ,
 "Triax-DD27B-UP2" , "3.16" , "22.0" , "207" , "20.7" , "0.87" , "0.09" ,
 "Triax-DD27B-UP2" , "3.16" , "22.0" , "207" , "20.7" , "0.89" , "0.09" ,
 "Triax-DD27B-UP2" , "3.16" , "22.0" , "276" , "27.6" , "1.10" , "0.11" ,
 "Triax-DD27B-UP2" , "3.16" , "22.0" , "276" , "27.6" , "1.13" , "0.11" ,
 "Triax-DD27B-UP2" , "3.16" , "22.0" , "276" , "27.6" , "1.17" , "0.12" ,
 "Triax-DD27B-UP2" , "3.16" , "22.0" , "345" , "34.5" , "1.43" , "0.14" ,
 "Triax-DD27B-UP2" , "3.16" , "22.0" , "345" , "34.5" , "1.56" , "0.16" ,
 "Triax-DD27B-UP2" , "3.16" , "22.0" , "345" , "34.5" , "1.64" , "0.16" ,
 "MD-40D155-UP2" , "3.17" , "25.0" , "55" , "5.5" , "0.46" , "0.05" ,
 "MD-40D155-UP2" , "3.17" , "25.0" , "55" , "5.5" , "0.49" , "0.05" ,
 "MD-40D155-UP2" , "3.17" , "25.0" , "55" , "5.5" , "0.52" , "0.05" ,
 "MD-40D155-UP2" , "3.17" , "25.0" , "69" , "6.9" , "0.62" , "0.06" ,
 "MD-40D155-UP2" , "3.17" , "25.0" , "69" , "6.9" , "0.67" , "0.07" ,
 "MD-40D155-UP2" , "3.17" , "25.0" , "69" , "6.9" , "0.69" , "0.07" ,
 "MD-40D155-UP2" , "3.17" , "25.0" , "86" , "8.6" , "0.89" , "0.09" ,
 "MD-40D155-UP2" , "3.17" , "25.0" , "86" , "8.6" , "0.93" , "0.09" ,
 "MD-40D155-UP2" , "3.17" , "25.0" , "86" , "8.6" , "0.97" , "0.10" ,
 "MD-45D155-UP2" , "3.17" , "25.0" , "34" , "3.4" , "0.38" , "0.04" ,
 "MD-45D155-UP2" , "3.17" , "25.0" , "41" , "4.1" , "0.41" , "0.04" ,
 "MD-45D155-UP2" , "3.17" , "25.0" , "41" , "4.1" , "0.42" , "0.04" ,
 "MD-45D155-UP2" , "3.17" , "25.0" , "41" , "4.1" , "0.43" , "0.04" ,
 "MD-45D155-UP2" , "3.17" , "25.0" , "55" , "5.5" , "0.64" , "0.06" ,
 "MD-45D155-UP2" , "3.17" , "25.0" , "55" , "5.5" , "0.65" , "0.07" ,
 "MD-45D155-UP2" , "3.17" , "25.0" , "55" , "5.5" , "0.68" , "0.07" ,
 "MD-45D155-UP2" , "3.17" , "25.0" , "69" , "6.9" , "0.92" , "0.09" ,
 "MD-45D155-UP2" , "3.17" , "25.0" , "69" , "6.9" , "0.97" , "0.10" ,
 "MD-45D155-UP2" , "3.17" , "25.0" , "69" , "6.9" , "0.99" , "0.10" ,
 "MD-70D155-UP2" , "3.17" , "25.0" , "14" , "1.4" , "0.19" , "0.02" ,
 "MD-70D155-UP2" , "3.17" , "25.0" , "17" , "1.7" , "0.19" , "0.02" ,
 "MD-70D155-UP2" , "3.17" , "25.0" , "16" , "1.6" , "0.20" , "0.02" ,
 "MD-70D155-UP2" , "3.17" , "25.0" , "17" , "1.7" , "0.21" , "0.02" ,
 "MD-70D155-UP2" , "3.17" , "25.0" , "16" , "1.6" , "0.22" , "0.02" ,
 "MD-70D155-UP2" , "3.17" , "25.0" , "17" , "1.7" , "0.23" , "0.02" ,
 "MD-70D155-UP2" , "3.17" , "25.0" , "16" , "1.6" , "0.24" , "0.02" ,
 "MD-70D155-UP2" , "3.17" , "25.0" , "19" , "1.9" , "0.26" , "0.03" ,
 "MD-70D155-UP2" , "3.17" , "25.0" , "19" , "1.9" , "0.27" , "0.03" ,
 "MD-70D155-UP2" , "3.17" , "25.0" , "17" , "1.7" , "0.28" , "0.03" ,
 "MD-Hybrid JJ-VE2" , "3.19" , "20.0" , "552" , "55.2" , "0.85" , "0.09" ,
 "MD-Hybrid JJ-VE2" , "3.19" , "20.0" , "690" , "69.0" , "1.04" , "0.10" ,
 "MD-Hybrid JJ-VE2" , "3.19" , "20.0" , "690" , "69.0" , "1.10" , "0.11" ,
 "MD-Hybrid JJ-VE2" , "3.19" , "20.0" , "621" , "62.1" , "1.20" , "0.12" ,
 "MD-Hybrid JJ-VE2" , "3.19" , "20.0" , "690" , "69.0" , "1.44" , "0.14" ,
 "MD-Hybrid JJ-VE2" , "3.19" , "20.0" , "690" , "69.0" , "1.45" , "0.15" ,
 "MD-DD11-UP2" , "3.19" , "22.0" , "241" , "24.1" , "1.20" , "0.12" ,
 "MD-DD11-UP2" , "3.19" , "22.0" , "276" , "27.6" , "1.28" , "0.13" ,
 "MD-DD11-UP2" , "3.19" , "22.0" , "276" , "27.6" , "1.38" , "0.14" ,
 "MD-DD11-UP2" , "3.19" , "22.0" , "276" , "27.6" , "1.45" , "0.15" ,
 "MD-DD11-UP2" , "3.19" , "22.0" , "345" , "34.5" , "1.75" , "0.18" ,
 "MD-DD11-UP2" , "3.19" , "22.0" , "345" , "34.5" , "1.78" , "0.18" ,
 "MD-DD11-UP2" , "3.19" , "22.0" , "345" , "34.5" , "1.90" , "0.19" ,
 "MD-DD11-UP2" , "3.19" , "22.0" , "414" , "41.4" , "2.00" , "0.20" ,
 "MD-DD11-UP2" , "3.19" , "22.0" , "414" , "41.4" , "2.08" , "0.21" ,
 "MD-DD11-UP2" , "3.19" , "22.0" , "414" , "41.4" , "2.40" , "0.24" ,
 "MD-DD11-UP2" , "3.19" , "25.0" , "17" , "1.7" , "0.22" , "0.02" ,
 "MD-DD11-UP2" , "3.19" , "25.0" , "21" , "2.1" , "0.25" , "0.03" ,
 "MD-DD11-UP2" , "3.19" , "25.0" , "21" , "2.1" , "0.26" , "0.03" ,
 "MD-DD11-UP2" , "3.19" , "25.0" , "24" , "2.4" , "0.30" , "0.03" ,
 "MD-DD11-UP2" , "3.19" , "25.0" , "24" , "2.4" , "0.31" , "0.03" ,
 "MD-DD11-UP2" , "3.19" , "25.0" , "35" , "3.5" , "1.47" , "0.15" ,
 "UNI-CM1701A-UP2" , "3.20" , "25.0" , "276" , "27.6" , "0.89" , "0.09" ,
 "UNI-CM1701A-UP2" , "3.20" , "25.0" , "276" , "27.6" , "0.92" , "0.09" ,
 "UNI-CM1701A-UP2" , "3.20" , "25.0" , "345" , "34.5" , "1.00" , "0.10" ,
 "UNI-CM1701A-UP2" , "3.20" , "25.0" , "345" , "34.5" , "1.19" , "0.12" ,
 "UNI-CM1701A-UP2" , "3.20" , "25.0" , "483" , "48.3" , "1.29" , "0.13" ,
 "UNI-CM1701A-UP2" , "3.20" , "25.0" , "483" , "48.3" , "1.46" , "0.15" ,
 "UNI-CM1701A-UP2" , "3.20" , "25.0" , "414" , "41.4" , "1.54" , "0.15" ,
 "UNI-CM1701A-UP2" , "3.20" , "25.0" , "414" , "41.4" , "1.60" , "0.16" ,
 "UNI-CM1701A-UP2" , "3.20" , "25.0" , "483" , "48.3" , "1.63" , "0.16" ,
 "MD-20D155-UP2" , "3.21" , "25.0" , "138" , "13.8" , "0.56" , "0.06" ,
 "MD-20D155-UP2" , "3.21" , "25.0" , "138" , "13.8" , "0.58" , "0.06" ,
 "MD-20D155-UP2" , "3.21" , "25.0" , "172" , "17.2" , "0.69" , "0.07" ,
 "MD-20D155-UP2" , "3.21" , "25.0" , "172" , "17.2" , "0.71" , "0.07" ,
 "MD-20D155-UP2" , "3.21" , "25.0" , "172" , "17.2" , "0.76" , "0.08" ,
 "MD-20D155-UP2" , "3.21" , "25.0" , "207" , "20.7" , "0.83" , "0.08" ,
 "MD-20D155-UP2" , "3.21" , "25.0" , "207" , "20.7" , "0.88" , "0.09" ,
 "MD-20D155-UP2" , "3.21" , "25.0" , "207" , "20.7" , "0.90" , "0.09" ,
 "MD-50D155-UP2" , "3.23" , "25.0" , "28" , "2.8" , "0.36" , "0.04" ,
 "MD-50D155-UP2" , "3.23" , "25.0" , "28" , "2.8" , "0.37" , "0.04" ,
 "MD-50D155-UP2" , "3.23" , "25.0" , "35" , "3.5" , "0.41" , "0.04" ,
 "MD-50D155-UP2" , "3.23" , "25.0" , "35" , "3.5" , "0.42" , "0.04" ,
 "MD-50D155-UP2" , "3.23" , "25.0" , "41" , "4.1" , "0.48" , "0.05" ,
 "MD-50D155-UP2" , "3.23" , "25.0" , "41" , "4.1" , "0.52" , "0.05" ,
 "MD-50D155-UP2" , "3.23" , "25.0" , "41" , "4.1" , "0.53" , "0.05" ,
 "Triax-N" , "3.23" , "25.0" , "207" , "20.7" , "1.05" , "0.11" ,
 "Triax-N" , "3.23" , "25.0" , "207" , "20.7" , "1.08" , "0.11" ,
 "Triax-N" , "3.23" , "25.0" , "54" , "5.4" , "1.34" , "0.13" ,
 "Triax-N" , "3.23" , "25.0" , "276" , "27.6" , "1.63" , "0.16" ,
 "Triax-N" , "3.23" , "25.0" , "276" , "27.6" , "1.70" , "0.17" ,
 "Triax-N" , "3.23" , "25.0" , "388" , "38.8" , "2.74" , "0.27" ,
 "Triax-N" , "3.23" , "50.0" , "-10.3" , "-103" , "-0.04" , "-0.41" ,
 "Triax-N" , "3.23" , "50.0" , "-10.3" , "-103" , "-0.04" , "-0.44" ,
 "Triax-N" , "3.23" , "50.0" , "-13.8" , "-138" , "-0.06" , "-0.60" ,
 "Triax-N" , "3.23" , "50.0" , "-13.8" , "-138" , "-0.06" , "-0.61" ,
 "Triax-N" , "3.23" , "50.0" , "-17.2" , "-172" , "-0.07" , "-0.69" ,
 "Triax-N" , "3.23" , "50.0" , "-17.2" , "-172" , "-0.07" , "-0.74" ,
 "Triax-N" , "3.23" , "50.0" , "21" , "2.1" , "0.23" , "0.02" ,
 "Triax-N" , "3.23" , "50.0" , "69" , "-69" , "0.29" , "-0.29" ,
 "Triax-N" , "3.23" , "50.0" , "69" , "6.9" , "0.34" , "0.03" ,
 "Triax-N" , "3.23" , "50.0" , "69" , "6.9" , "0.35" , "0.04" ,
 "Triax-N" , "3.23" , "50.0" , "86" , "-86" , "0.36" , "-0.36" ,
 "Triax-N" , "3.23" , "50.0" , "86" , "-86" , "0.38" , "-0.38" ,
 "Triax-N" , "3.23" , "50.0" , "76" , "7.6" , "0.39" , "0.04" ,
 "Triax-N" , "3.23" , "50.0" , "35" , "3.5" , "0.42" , "0.04" ,
 "Triax-N" , "3.23" , "50.0" , "86" , "8.6" , "0.42" , "0.04" ,
 "Triax-N" , "3.23" , "50.0" , "35" , "3.5" , "0.45" , "0.05" ,
 "Triax-N" , "3.23" , "50.0" , "103" , "10.3" , "0.54" , "0.05" ,
 "Triax-N" , "3.23" , "50.0" , "103" , "10.3" , "0.56" , "0.06" ,
 "Triax-N" , "3.23" , "50.0" , "138" , "-138" , "0.56" , "-0.56" ,
 "Triax-N" , "3.23" , "50.0" , "138" , "-138" , "0.61" , "-0.61" ,
 "Triax-N" , "3.23" , "50.0" , "138" , "13.8" , "0.69" , "0.07" ,
 "Triax-N" , "3.23" , "50.0" , "138" , "13.8" , "0.71" , "0.07" ,
 "Triax-N" , "3.23" , "50.0" , "138" , "13.8" , "0.72" , "0.07" ,
 "Triax-N" , "3.23" , "50.0" , "138" , "13.8" , "0.73" , "0.07" ,
 "Triax-N" , "3.23" , "50.0" , "54" , "5.4" , "1.15" , "0.12" ,
 "Triax-N" , "3.23" , "50.0" , "68" , "6.8" , "1.42" , "0.14" ,
 "Triax-N" , "3.23" , "50.0" , "68" , "6.8" , "1.70" , "0.17" ,
 "Triax-N" , "3.23" , "50.0" , "345" , "34.5" , "1.82" , "0.18" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "207" , "20.7" , "0.47" , "0.05" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "276" , "27.6" , "0.53" , "0.05" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "276" , "27.6" , "0.55" , "0.06" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "276" , "27.6" , "0.56" , "0.06" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "276" , "27.6" , "0.58" , "0.06" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "276" , "27.6" , "0.60" , "0.06" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "276" , "27.6" , "0.62" , "0.06" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "345" , "34.5" , "0.81" , "0.08" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "414" , "41.4" , "0.90" , "0.09" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "414" , "41.4" , "0.93" , "0.09" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "414" , "41.4" , "0.94" , "0.09" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "414" , "41.4" , "0.96" , "0.10" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "414" , "41.4" , "0.97" , "0.10" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "414" , "41.4" , "0.99" , "0.10" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "552" , "55.2" , "1.16" , "0.12" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "552" , "55.2" , "1.20" , "0.12" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "552" , "55.2" , "1.22" , "0.12" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "552" , "55.2" , "1.31" , "0.13" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "552" , "55.2" , "1.33" , "0.13" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "690" , "69" , "1.50" , "0.15" ,
