 "MaterialName" , "GaugeSectionThickness" , "GaugeSectionWidth" , "Maxstress" , "Minstress" , "Maxstrainpct" , "Minstrainpct" ,
 "Triax-DD27A-UP2" , "4.08" , "22.0" , "207" , "20.7" , "1.22" , "0.12" ,
 "Triax-DD27A-UP2" , "4.08" , "22.0" , "276" , "27.6" , "1.35" , "0.14" ,
 "Triax-DD27A-UP2" , "4.08" , "22.0" , "276" , "27.6" , "1.62" , "0.16" ,
 "Biax-CH3-UP2" , "4.19" , "25.0" , "138" , "13.8" , "0.91" , "0.09" ,
 "Biax-CH3-UP2" , "4.19" , "25.0" , "138" , "13.8" , "0.95" , "0.10" ,
 "Biax-CH3-UP2" , "4.19" , "25.0" , "138" , "13.8" , "1.04" , "0.10" ,
 "Biax-CH3-UP2" , "4.19" , "25.0" , "172" , "17.2" , "1.19" , "0.12" ,
 "Biax-CH3-UP2" , "4.19" , "25.0" , "172" , "17.2" , "1.25" , "0.13" ,
 "Biax-CH3-UP2" , "4.19" , "25.0" , "172" , "17.2" , "1.35" , "0.14" ,
 "Biax-CH3-UP2" , "4.19" , "25.0" , "207" , "20.7" , "1.59" , "0.16" ,
 "Biax-CH3-UP2" , "4.19" , "25.0" , "207" , "20.7" , "1.69" , "0.17" ,
 "Biax-CH3-UP2" , "4.19" , "25.0" , "207" , "20.7" , "1.82" , "0.18" ,
 "Biax-CH3-UP2" , "4.19" , "25.0" , "241" , "24.1" , "2.23" , "0.22" ,
 "Biax-CH3-UP2" , "4.19" , "25.0" , "241" , "24.1" , "2.26" , "0.23" ,
 "Biax-CH3-UP2" , "4.19" , "25.0" , "241" , "24.1" , "2.85" , "0.29" ,
 "MD-DD25B-UP2" , "4.27" , "22.0" , "241" , "24.1" , "1.38" , "0.14" ,
 "MD-DD25B-UP2" , "4.27" , "22.0" , "276" , "27.6" , "1.41" , "0.14" ,
 "MD-DD25B-UP2" , "4.27" , "22.0" , "241" , "24.1" , "1.46" , "0.15" ,
 "MD-DD25B-UP2" , "4.27" , "22.0" , "276" , "27.6" , "1.48" , "0.15" ,
 "MD-DD25B-UP2" , "4.27" , "22.0" , "276" , "27.6" , "1.52" , "0.15" ,
 "MD-DD25B-UP2" , "4.27" , "22.0" , "310" , "31.0" , "1.54" , "0.15" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "-13.8" , "-138" , "-0.07" , "-0.68" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "-17.2" , "-172" , "-0.09" , "-0.91" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "-19.0" , "-190" , "-0.10" , "-1.04" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "-19.0" , "-190" , "-0.11" , "-1.05" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "-19.0" , "-190" , "-0.11" , "-1.11" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "-20.7" , "-207" , "-0.11" , "-1.08" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "-19.0" , "-190" , "-0.12" , "-1.23" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "-24.1" , "-241" , "-0.12" , "-1.24" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "-20.7" , "-207" , "-0.13" , "-1.31" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "-24.1" , "-241" , "-0.13" , "-1.29" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "-20.7" , "-207" , "-0.14" , "-1.36" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "-24.1" , "-241" , "-0.14" , "-1.36" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "-27.6" , "-276" , "-0.16" , "-1.56" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "-27.6" , "-276" , "-0.16" , "-1.60" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "-27.6" , "-276" , "-0.16" , "-1.61" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "86" , "8.6" , "0.44" , "-0.44" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "86" , "8.6" , "0.45" , "-0.45" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "86" , "8.6" , "0.46" , "0.05" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "86" , "8.6" , "0.49" , "-0.49" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "86" , "8.6" , "0.54" , "0.05" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "103" , "10.3" , "0.56" , "-0.56" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "103" , "-103" , "0.57" , "-0.57" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "103" , "10.3" , "0.57" , "0.06" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "103" , "-103" , "0.58" , "-0.58" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "103" , "10.3" , "0.62" , "0.06" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "103" , "10.3" , "0.63" , "0.06" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "103" , "10.3" , "0.64" , "0.06" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "138" , "-138" , "0.78" , "-0.78" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "138" , "13.8" , "0.82" , "0.08" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "138" , "-138" , "0.86" , "-0.86" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "138" , "13.8" , "0.86" , "0.09" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "138" , "13.8" , "0.90" , "0.09" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "172" , "-172" , "1.01" , "-1.01" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "172" , "17.2" , "1.04" , "0.10" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "172" , "-172" , "1.07" , "-1.07" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "172" , "-172" , "1.08" , "-1.08" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "172" , "17.2" , "1.08" , "0.11" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "172" , "17.2" , "1.12" , "0.11" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "190" , "-190" , "1.17" , "-1.17" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "207" , "-207" , "1.20" , "-1.20" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "207" , "-207" , "1.22" , "-1.22" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "190" , "-190" , "1.27" , "-1.27" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "207" , "-207" , "1.38" , "-1.38" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "190" , "-190" , "1.40" , "-1.40" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "241" , "24.1" , "1.53" , "0.15" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "241" , "24.1" , "1.61" , "0.16" ,
 "Triax-AA-UP2" , "4.37" , "25.0" , "241" , "24.1" , "1.65" , "0.17" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "-12.1" , "-121" , "-0.05" , "-0.46" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "-12.1" , "-121" , "-0.05" , "-0.48" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "-13.8" , "-138" , "-0.05" , "-0.45" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "-13.8" , "-138" , "-0.05" , "-0.48" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "-13.8" , "-138" , "-0.05" , "-0.52" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "-12.1" , "-121" , "-0.06" , "-0.57" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "-17.2" , "-172" , "-0.06" , "-0.64" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "-17.2" , "-172" , "-0.07" , "-0.66" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "-20.7" , "-207" , "-0.07" , "-0.69" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "-20.7" , "-207" , "-0.07" , "-0.70" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "-20.7" , "-207" , "-0.10" , "-0.98" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "86" , "-86" , "0.28" , "-0.28" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "86" , "-86" , "0.29" , "-0.29" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "86" , "-86" , "0.32" , "-0.32" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "103" , "-103" , "0.34" , "-0.34" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "103" , "-103" , "0.37" , "-0.37" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "86" , "8.6" , "0.37" , "0.04" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "103" , "-103" , "0.39" , "-0.39" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "103" , "10.3" , "0.40" , "0.04" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "103" , "10.3" , "0.41" , "0.04" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "86" , "8.6" , "0.44" , "0.04" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "86" , "8.6" , "0.45" , "0.05" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "86" , "8.6" , "0.46" , "0.05" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "103" , "10.3" , "0.48" , "0.05" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "121" , "12.1" , "0.48" , "0.05" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "103" , "10.3" , "0.49" , "0.05" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "121" , "12.1" , "0.49" , "0.05" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "138" , "-138" , "0.49" , "-0.49" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "138" , "-138" , "0.50" , "-0.50" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "138" , "-138" , "0.51" , "-0.51" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "172" , "-172" , "0.55" , "-0.55" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "172" , "-172" , "0.58" , "-0.58" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "103" , "10.3" , "0.62" , "0.06" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "138" , "13.8" , "0.63" , "0.06" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "138" , "13.8" , "0.64" , "0.06" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "138" , "13.8" , "0.66" , "0.07" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "138" , "13.8" , "0.68" , "0.07" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "172" , "-172" , "0.71" , "-0.71" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "172" , "17.2" , "0.72" , "0.07" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "164" , "16.4" , "0.75" , "0.08" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "172" , "17.2" , "0.75" , "0.08" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "172" , "17.2" , "0.76" , "0.08" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "207" , "20.7" , "0.83" , "0.08" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "172" , "17.2" , "0.86" , "0.09" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "172" , "17.2" , "0.91" , "0.09" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "241" , "24.1" , "1.11" , "0.11" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "241" , "24.1" , "1.14" , "0.11" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "241" , "24.1" , "1.15" , "0.12" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "241" , "24.1" , "1.18" , "0.12" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "241" , "24.1" , "1.36" , "0.14" ,
 "Triax-AA-UP2" , "4.37" , "50.0" , "241" , "24.1" , "1.43" , "0.14" ,
 "UNI-A130G-UP2" , "4.38" , "25.0" , "276" , "27.6" , "0.57" , "0.06" ,
 "UNI-A130G-UP2" , "4.38" , "25.0" , "345" , "34.5" , "0.85" , "0.09" ,
 "UNI-A130G-UP2" , "4.38" , "25.0" , "414" , "41.4" , "0.91" , "0.09" ,
 "UNI-A130G-UP2" , "4.38" , "25.0" , "414" , "41.4" , "0.97" , "0.10" ,
 "UNI-A130G-UP2" , "4.38" , "25.0" , "414" , "41.4" , "1.03" , "0.10" ,
 "UNI-A130G-UP2" , "4.38" , "25.0" , "552" , "55.2" , "1.22" , "0.12" ,
 "UNI-A130G-UP2" , "4.38" , "25.0" , "552" , "55.2" , "1.28" , "0.13" ,
 "UNI-A130G-UP2" , "4.38" , "25.0" , "552" , "55.2" , "1.37" , "0.14" ,
 "UNI-A130G-UP2" , "4.38" , "25.0" , "690" , "69.0" , "1.43" , "0.14" ,
 "UNI-A130G-UP2" , "4.38" , "25.0" , "690" , "69.0" , "1.44" , "0.14" ,
 "UNI-A130G-UP2" , "4.38" , "25.0" , "690" , "69.0" , "1.52" , "0.15" ,
 "UNI-D155K-UP2" , "4.45" , "25.0" , "276" , "27.6" , "0.96" , "0.10" ,
 "UNI-D155K-UP2" , "4.45" , "25.0" , "276" , "27.6" , "0.97" , "0.10" ,
 "UNI-D155K-UP2" , "4.45" , "25.0" , "276" , "27.6" , "1.01" , "0.10" ,
 "UNI-D155K-UP2" , "4.45" , "25.0" , "345" , "34.5" , "1.18" , "0.12" ,
 "UNI-D155K-UP2" , "4.45" , "25.0" , "345" , "34.5" , "1.26" , "0.13" ,
 "UNI-D155K-UP2" , "4.45" , "25.0" , "345" , "34.5" , "1.29" , "0.13" ,
 "UNI-D155K-UP2" , "4.45" , "25.0" , "414" , "41.4" , "1.54" , "0.15" ,
 "UNI-D155K-UP2" , "4.45" , "25.0" , "414" , "41.4" , "1.58" , "0.16" ,
 "UNI-D155K-UP2" , "4.45" , "25.0" , "414" , "41.4" , "1.59" , "0.16" ,
 "UNI-D155K-UP2" , "4.45" , "25.0" , "483" , "48.3" , "1.90" , "0.19" ,
 "UNI-D155K-UP2" , "4.45" , "25.0" , "483" , "48.3" , "2.12" , "0.21" ,
 "MD-X" , "4.52" , "25.0" , "-20.7" , "-207" , "-0.07" , "-0.68" ,
 "MD-X" , "4.52" , "25.0" , "-24.1" , "-241" , "-0.08" , "-0.84" ,
 "MD-X" , "4.52" , "25.0" , "-24.1" , "-241" , "-0.09" , "-0.93" ,
 "MD-X" , "4.52" , "25.0" , "-24.1" , "-241" , "-0.09" , "-0.94" ,
 "MD-X" , "4.52" , "25.0" , "-27.6" , "-276" , "-0.11" , "-1.07" ,
 "MD-X" , "4.52" , "25.0" , "-27.6" , "-276" , "-0.11" , "-1.10" ,
 "MD-X" , "4.52" , "25.0" , "-27.6" , "-276" , "-0.12" , "-1.20" ,
 "MD-X" , "4.52" , "25.0" , "-31.0" , "-310" , "-0.14" , "-1.37" ,
 "MD-X" , "4.52" , "25.0" , "-31.0" , "-310" , "-0.14" , "-1.39" ,
 "MD-X" , "4.52" , "25.0" , "-31.0" , "-310" , "-0.14" , "-1.41" ,
 "MD-X" , "4.52" , "25.0" , "19" , "1.9" , "0.22" , "0.02" ,
 "MD-X" , "4.52" , "25.0" , "21" , "2.1" , "0.24" , "0.02" ,
 "MD-X" , "4.52" , "25.0" , "24" , "2.4" , "0.24" , "0.02" ,
 "MD-X" , "4.52" , "25.0" , "28" , "2.8" , "0.28" , "0.03" ,
 "MD-X" , "4.52" , "25.0" , "241" , "24.1" , "0.90" , "0.09" ,
 "MD-X" , "4.52" , "25.0" , "241" , "24.1" , "0.91" , "0.09" ,
 "MD-X" , "4.52" , "25.0" , "241" , "24.1" , "0.94" , "0.09" ,
 "MD-X" , "4.52" , "25.0" , "241" , "24.1" , "0.97" , "0.10" ,
 "MD-X" , "4.52" , "25.0" , "276" , "27.6" , "1.06" , "0.11" ,
 "MD-X" , "4.52" , "25.0" , "276" , "27.6" , "1.26" , "0.13" ,
 "MD-X" , "4.52" , "25.0" , "345" , "34.5" , "1.32" , "0.13" ,
 "MD-X" , "4.52" , "25.0" , "345" , "34.5" , "1.36" , "0.14" ,
 "MD-X" , "4.52" , "25.0" , "345" , "34.5" , "1.45" , "0.15" ,
 "MD-X" , "4.52" , "25.0" , "414" , "41.4" , "1.67" , "0.17" ,
 "MD-X" , "4.52" , "25.0" , "414" , "41.4" , "1.76" , "0.18" ,
 "MD-X" , "4.52" , "25.0" , "414" , "41.4" , "1.86" , "0.19" ,
 "MD-X" , "4.52" , "50.0" , "14" , "1.4" , "0.17" , "0.02" ,
 "MD-X" , "4.52" , "50.0" , "14" , "1.4" , "0.19" , "0.02" ,
 "MD-X" , "4.52" , "50.0" , "17" , "1.7" , "0.21" , "0.02" ,
 "MD-X" , "4.52" , "50.0" , "17" , "1.7" , "0.23" , "0.02" ,
 "MD-X" , "4.52" , "50.0" , "17" , "1.7" , "0.24" , "0.02" ,
 "MD-X" , "4.52" , "50.0" , "19" , "1.9" , "0.25" , "0.03" ,
 "MD-X" , "4.52" , "50.0" , "24" , "2.4" , "0.25" , "0.03" ,
 "MD-X" , "4.52" , "50.0" , "24" , "2.4" , "0.26" , "0.03" ,
 "MD-X" , "4.52" , "50.0" , "19" , "1.9" , "0.27" , "0.03" ,
 "MD-X" , "4.52" , "50.0" , "28" , "2.8" , "0.34" , "0.03" ,
 "MD-X" , "4.52" , "50.0" , "28" , "2.8" , "0.37" , "0.04" ,
 "Biax-CH19-UP2" , "4.60" , "25.0" , "86" , "8.6" , "0.78" , "0.08" ,
 "Biax-CH19-UP2" , "4.60" , "25.0" , "86" , "8.6" , "0.82" , "0.08" ,
 "Biax-CH19-UP2" , "4.60" , "25.0" , "86" , "8.6" , "0.83" , "0.08" ,
 "Biax-CH19-UP2" , "4.60" , "25.0" , "103" , "10.3" , "0.99" , "0.10" ,
 "Biax-CH19-UP2" , "4.60" , "25.0" , "103" , "10.3" , "1.05" , "0.11" ,
 "Biax-CH19-UP2" , "4.60" , "25.0" , "121" , "12.1" , "1.13" , "0.11" ,
 "Biax-CH19-UP2" , "4.60" , "25.0" , "121" , "12.1" , "1.21" , "0.12" ,
 "Biax-CH19-UP2" , "4.60" , "25.0" , "121" , "12.1" , "1.35" , "0.14" ,
 "Biax-CH19-UP2" , "4.60" , "25.0" , "138" , "13.8" , "1.43" , "0.14" ,
 "Biax-CH19-UP2" , "4.60" , "25.0" , "138" , "13.8" , "1.55" , "0.16" ,
 "MD-DD16-UP2" , "4.62" , "25.0" , "206" , "20.6" , "1.24" , "0.12" ,
 "MD-DD16-UP2" , "4.62" , "25.0" , "204" , "20.4" , "1.26" , "0.13" ,
 "MD-DD16-UP2" , "4.62" , "25.0" , "204" , "20.4" , "1.27" , "0.13" ,
 "MD-DD16-UP2" , "4.62" , "25.0" , "214" , "21.4" , "1.30" , "0.13" ,
 "MD-DD16-UP2" , "4.62" , "25.0" , "284" , "28.4" , "1.68" , "0.17" ,
 "MD-DD16-UP2" , "4.62" , "25.0" , "284" , "28.4" , "1.83" , "0.18" ,
 "MD-Y" , "4.62" , "25.0" , "-25.8" , "-258" , "-0.10" , "-0.98" ,
 "MD-Y" , "4.62" , "25.0" , "-25.8" , "-258" , "-0.11" , "-1.09" ,
 "MD-Y" , "4.62" , "25.0" , "-27.6" , "-276" , "-0.11" , "-1.13" ,
 "MD-Y" , "4.62" , "25.0" , "-24.1" , "-241" , "-0.12" , "-1.18" ,
 "MD-Y" , "4.62" , "25.0" , "276" , "27.6" , "0.53" , "0.05" ,
 "MD-Y" , "4.62" , "25.0" , "207" , "20.7" , "0.77" , "0.08" ,
 "MD-Y" , "4.62" , "25.0" , "207" , "20.7" , "0.79" , "0.08" ,
 "MD-Y" , "4.62" , "25.0" , "207" , "20.7" , "0.86" , "0.09" ,
 "MD-Y" , "4.62" , "25.0" , "207" , "20.7" , "0.87" , "0.09" ,
 "MD-Y" , "4.62" , "25.0" , "276" , "27.6" , "0.93" , "0.09" ,
 "MD-Y" , "4.62" , "25.0" , "276" , "27.6" , "1.01" , "0.10" ,
 "MD-Y" , "4.62" , "25.0" , "276" , "27.6" , "1.11" , "0.11" ,
 "MD-Y" , "4.62" , "25.0" , "345" , "34.5" , "1.24" , "0.12" ,
 "MD-Y" , "4.62" , "25.0" , "276" , "27.6" , "1.27" , "0.13" ,
 "MD-Y" , "4.62" , "25.0" , "345" , "34.5" , "1.28" , "0.13" ,
 "MD-Y" , "4.62" , "25.0" , "345" , "34.5" , "1.33" , "0.13" ,
 "MD-Y" , "4.62" , "25.0" , "345" , "34.5" , "1.54" , "0.15" ,
 "MD-Y" , "4.62" , "25.0" , "414" , "41.4" , "1.70" , "0.17" ,
 "MD-Y" , "4.62" , "25.0" , "414" , "41.4" , "1.71" , "0.17" ,
 "MD-Y" , "4.62" , "25.0" , "414" , "41.4" , "1.83" , "0.18" ,
 "MD-Y" , "4.62" , "50.0" , "14" , "1.4" , "0.20" , "0.02" ,
 "MD-Y" , "4.62" , "50.0" , "14" , "1.4" , "0.22" , "0.02" ,
 "MD-Y" , "4.62" , "50.0" , "14" , "1.4" , "0.25" , "0.03" ,
 "MD-Y" , "4.62" , "50.0" , "17" , "1.7" , "0.26" , "0.03" ,
 "MD-Y" , "4.62" , "50.0" , "17" , "1.7" , "0.29" , "0.03" ,
 "MD-Y" , "4.62" , "50.0" , "17" , "1.7" , "0.34" , "0.03" ,
 "MD-Y" , "4.62" , "50.0" , "21" , "2.1" , "0.37" , "0.04" ,
 "MD-Y" , "4.62" , "50.0" , "21" , "2.1" , "0.41" , "0.04" ,
 "MD-Y" , "4.62" , "50.0" , "21" , "2.1" , "0.48" , "0.05" ,
 "MD-Y" , "4.62" , "50.0" , "24" , "2.4" , "1.22" , "0.12" ,
 "MD-Y" , "4.62" , "50.0" , "24" , "2.4" , "1.35" , "0.14" ,
 "MD-Y" , "4.62" , "50.0" , "24" , "2.4" , "1.37" , "0.14" ,
 "MD-Hybrid CGF1-EP4" , "4.67" , "18.0" , "1034" , "103.4" , "1.14" , "0.11" ,
 "MD-Hybrid CGF1-EP4" , "4.67" , "18.0" , "1034" , "103.4" , "1.18" , "0.12" ,
 "Triax-AA4-UP2" , "5.12" , "25.0" , "172" , "17.2" , "0.90" , "0.09" ,
 "Triax-AA4-UP2" , "5.12" , "25.0" , "207" , "20.7" , "1.08" , "0.11" ,
 "Triax-AA4-UP2" , "5.12" , "25.0" , "207" , "20.7" , "1.15" , "0.12" ,
 "Triax-AA4-UP2" , "5.12" , "25.0" , "241" , "24.1" , "1.19" , "0.12" ,
 "Triax-AA4-UP2" , "5.12" , "25.0" , "207" , "20.7" , "1.26" , "0.13" ,
 "Triax-AA4-UP2" , "5.12" , "25.0" , "241" , "24.1" , "1.36" , "0.14" ,
 "Triax-AA4-UP2" , "5.12" , "25.0" , "241" , "24.1" , "1.42" , "0.14" ,
 "Biax-CH10-UP2" , "5.56" , "25.0" , "52" , "5.2" , "0.67" , "0.07" ,
 "Biax-CH10-UP2" , "5.56" , "25.0" , "59" , "5.9" , "0.75" , "0.08" ,
 "Biax-CH10-UP2" , "5.56" , "25.0" , "59" , "5.9" , "0.76" , "0.08" ,
 "Biax-CH10-UP2" , "5.56" , "25.0" , "59" , "5.9" , "0.85" , "0.09" ,
 "Biax-CH10-UP2" , "5.56" , "25.0" , "69" , "6.9" , "1.05" , "0.11" ,
 "Biax-CH10-UP2" , "5.56" , "25.0" , "69" , "6.9" , "1.16" , "0.12" ,
 "Biax-CH10-UP2" , "5.56" , "25.0" , "69" , "6.9" , "1.30" , "0.13" ,
 "Biax-CH10-UP2" , "5.56" , "25.0" , "86" , "8.6" , "1.81" , "0.18" ,
 "Biax-CH10-UP2" , "5.56" , "25.0" , "86" , "8.6" , "1.89" , "0.19" ,
 "Biax-CH10-UP2" , "5.56" , "25.0" , "86" , "8.6" , "2.00" , "0.20" ,
 "Biax-CH8-UP2" , "5.89" , "25.0" , "34" , "3.4" , "0.37" , "0.04" ,
 "Biax-CH8-UP2" , "5.89" , "25.0" , "41" , "4.1" , "0.40" , "0.04" ,
 "Biax-CH8-UP2" , "5.89" , "25.0" , "41" , "4.1" , "0.42" , "0.04" ,
 "Biax-CH8-UP2" , "5.89" , "25.0" , "41" , "4.1" , "0.43" , "0.04" ,
 "Biax-CH8-UP2" , "5.89" , "25.0" , "52" , "5.2" , "0.60" , "0.06" ,
 "Biax-CH8-UP2" , "5.89" , "25.0" , "62" , "6.2" , "0.60" , "0.06" ,
 "Biax-CH8-UP2" , "5.89" , "25.0" , "52" , "5.2" , "0.61" , "0.06" ,
 "Biax-CH8-UP2" , "5.89" , "25.0" , "52" , "5.2" , "0.65" , "0.07" ,
 "Biax-CH8-UP2" , "5.89" , "25.0" , "62" , "6.2" , "0.82" , "0.08" ,
 "Biax-CH8-UP2" , "5.89" , "25.0" , "62" , "6.2" , "0.90" , "0.09" ,
 "Triax-H" , "6.58" , "25.0" , "-13.8" , "-138" , "-0.04" , "-0.38" ,
 "Triax-H" , "6.58" , "25.0" , "-13.8" , "-138" , "-0.05" , "-0.51" ,
 "Triax-H" , "6.58" , "25.0" , "-13.8" , "-138" , "-0.06" , "-0.56" ,
 "Triax-H" , "6.58" , "25.0" , "-13.8" , "-138" , "-0.06" , "-0.58" ,
 "Triax-H" , "6.58" , "25.0" , "-20.7" , "-207" , "-0.08" , "-0.76" ,
 "Triax-H" , "6.58" , "25.0" , "-20.7" , "-207" , "-0.09" , "-0.85" ,
 "Triax-H" , "6.58" , "25.0" , "86" , "8.6" , "0.30" , "0.03" ,
 "Triax-H" , "6.58" , "25.0" , "103" , "-103" , "0.41" , "-0.41" ,
 "Triax-H" , "6.58" , "25.0" , "87" , "8.7" , "0.43" , "0.04" ,
 "Triax-H" , "6.58" , "25.0" , "138" , "-138" , "0.55" , "-0.55" ,
 "Triax-H" , "6.58" , "25.0" , "138" , "13.8" , "0.57" , "0.06" ,
 "Triax-H" , "6.58" , "25.0" , "138" , "-138" , "0.59" , "-0.59" ,
 "Triax-H" , "6.58" , "25.0" , "131" , "13.1" , "0.60" , "0.06" ,
 "Triax-H" , "6.58" , "25.0" , "172" , "17.2" , "0.68" , "0.07" ,
 "Triax-H" , "6.58" , "25.0" , "207" , "20.7" , "0.73" , "0.07" ,
 "Triax-H" , "6.58" , "25.0" , "162" , "16.2" , "0.76" , "0.08" ,
 "Triax-H" , "6.58" , "25.0" , "207" , "20.7" , "0.83" , "0.08" ,
 "Triax-H" , "6.58" , "25.0" , "207" , "20.7" , "0.86" , "0.09" ,
 "Triax-H" , "6.58" , "25.0" , "241" , "24.1" , "0.95" , "0.10" ,
 "Triax-H" , "6.58" , "25.0" , "276" , "27.6" , "1.04" , "0.10" ,
 "Triax-H" , "6.58" , "25.0" , "276" , "27.6" , "1.20" , "0.12" ,
 "Triax-H" , "6.58" , "25.0" , "345" , "34.5" , "1.53" , "0.15" ,
 "Triax-J" , "6.63" , "25.0" , "65" , "6.5" , "0.26" , "0.03" ,
 "Triax-J" , "6.63" , "25.0" , "75" , "7.5" , "0.28" , "0.03" ,
 "Triax-J" , "6.63" , "25.0" , "86" , "8.6" , "0.31" , "0.03" ,
 "Triax-J" , "6.63" , "25.0" , "103" , "10.3" , "0.42" , "0.04" ,
 "Triax-J" , "6.63" , "25.0" , "124" , "12.4" , "0.54" , "0.05" ,
 "Triax-J" , "6.63" , "25.0" , "172" , "17.2" , "0.77" , "0.08" ,
